downbox,targettest,corrAns,upbox,rightbox,leftbox,task1.thisRepN,task1.thisTrialN,task1.thisN,task1.thisIndex,task2.thisRepN,task2.thisTrialN,task2.thisN,task2.thisIndex,start.keys,start.rt,answer1.keys,answer1.corr,answer1.rt,answer2.keys,answer2.corr,answer2.rt,date,frameRate,expName,session,participant,
green,yellow,left,red,yellow,blue,0,30,30,20,,,,,,,left,1,0.690389505733,,,,2015_Dec_16_1736,284.686837863,test1,001,002,
red,green,left,yellow,green,blue,0,31,31,12,,,,,,,left,1,0.69308005532,,,,2015_Dec_16_1736,284.686837863,test1,001,002,
green,yellow,right,blue,red,yellow,0,32,32,44,,,,,,,right,1,1.12039591853,,,,2015_Dec_16_1736,284.686837863,test1,001,002,
yellow,red,down,red,blue,green,0,33,33,5,,,,,,,down,1,0.666393024268,,,,2015_Dec_16_1736,284.686837863,test1,001,002,
red,red,up,green,yellow,blue,0,34,34,27,,,,,,,up,1,1.18445229977,,,,2015_Dec_16_1736,284.686837863,test1,001,002,
red,blue,left,green,blue,yellow,0,35,35,21,,,,,,,left,1,0.725920992732,,,,2015_Dec_16_1736,284.686837863,test1,001,002,
red,green,right,blue,yellow,green,0,36,36,36,,,,,,,right,1,0.515382841117,,,,2015_Dec_16_1736,284.686837863,test1,001,002,
red,blue,down,blue,green,yellow,0,37,37,10,,,,,,,down,1,1.12946397208,,,,2015_Dec_16_1736,284.686837863,test1,001,002,
yellow,green,down,green,blue,red,0,38,38,0,,,,,,,up,0,1.12177343372,,,,2015_Dec_16_1736,284.686837863,test1,001,002,
blue,red,left,green,red,yellow,0,39,39,15,,,,,,,left,1,0.934858031564,,,,2015_Dec_16_1736,284.686837863,test1,001,002,
blue,red,right,yellow,green,red,0,40,40,39,,,,,,,right,1,0.633597319651,,,,2015_Dec_16_1736,284.686837863,test1,001,002,
blue,green,down,green,red,yellow,0,41,41,2,,,,,,,right,0,2.03152726142,,,,2015_Dec_16_1736,284.686837863,test1,001,002,
yellow,red,right,green,blue,red,0,42,42,40,,,,,,,right,1,0.836756108914,,,,2015_Dec_16_1736,284.686837863,test1,001,002,
green,green,up,blue,red,yellow,0,43,43,26,,,,,,,up,1,0.371846656319,,,,2015_Dec_16_1736,284.686837863,test1,001,002,
red,blue,right,yellow,green,blue,0,44,44,45,,,,,,,right,1,0.633636136452,,,,2015_Dec_16_1736,284.686837863,test1,001,002,
blue,yellow,left,green,yellow,red,0,45,45,19,,,,,,,left,1,1.15390411994,,,,2015_Dec_16_1736,284.686837863,test1,001,002,
green,green,up,red,yellow,blue,0,46,46,25,,,,,,,up,1,0.950786072277,,,,2015_Dec_16_1736,284.686837863,test1,001,002,
green,red,left,yellow,red,blue,0,47,47,17,,,,,,,left,1,0.616801835749,,,,2015_Dec_16_1736,284.686837863,test1,001,002,
,,,,,,,,,,,,,,return,4.65716328752,,,,,,,2015_Dec_16_1736,284.686837863,test1,001,002,
green,green,up,red,yellow,blue,,,,,0,0,0,25,,,,,,up,1,0.412217411293,2015_Dec_16_1736,284.686837863,test1,001,002,
red,blue,right,yellow,green,blue,,,,,0,1,1,45,,,,,,right,1,0.728960572716,2015_Dec_16_1736,284.686837863,test1,001,002,
red,yellow,left,blue,yellow,green,,,,,0,2,2,18,,,,,,left,1,0.868021597536,2015_Dec_16_1736,284.686837863,test1,001,002,
green,red,left,yellow,red,blue,,,,,0,3,3,17,,,,,,left,1,0.660644609103,2015_Dec_16_1736,284.686837863,test1,001,002,
green,red,down,red,yellow,blue,,,,,0,4,4,3,,,,,,left,0,0.667225821064,2015_Dec_16_1736,284.686837863,test1,001,002,
blue,yellow,down,yellow,green,red,,,,,0,5,5,6,,,,,,down,1,1.09093813789,2015_Dec_16_1736,284.686837863,test1,001,002,
blue,red,right,yellow,green,red,,,,,0,6,6,39,,,,,,right,1,0.418606784857,2015_Dec_16_1736,284.686837863,test1,001,002,
yellow,green,left,blue,green,red,,,,,0,7,7,14,,,,,,left,1,0.468938379774,2015_Dec_16_1736,284.686837863,test1,001,002,
blue,red,down,red,green,yellow,,,,,0,8,8,4,,,,,,down,1,0.966371498587,2015_Dec_16_1736,284.686837863,test1,001,002,
green,red,right,blue,yellow,red,,,,,0,9,9,41,,,,,,right,1,0.802408053107,2015_Dec_16_1736,284.686837863,test1,001,002,
green,blue,right,red,yellow,blue,,,,,0,10,10,47,,,,,,up,0,1.1241832833,2015_Dec_16_1736,284.686837863,test1,001,002,
yellow,red,down,red,blue,green,,,,,0,11,11,5,,,,,,down,1,1.01054533754,2015_Dec_16_1736,284.686837863,test1,001,002,
blue,yellow,right,red,green,yellow,,,,,0,12,12,43,,,,,,right,1,0.32504963578,2015_Dec_16_1736,284.686837863,test1,001,002,
yellow,green,down,green,blue,red,,,,,0,13,13,0,,,,,,down,1,1.01457233992,2015_Dec_16_1736,284.686837863,test1,001,002,
green,blue,left,yellow,blue,red,,,,,0,14,14,23,,,,,,left,1,0.685974014559,2015_Dec_16_1736,284.686837863,test1,001,002,
yellow,blue,down,blue,red,green,,,,,0,15,15,11,,,,,,down,1,0.984957367284,2015_Dec_16_1736,284.686837863,test1,001,002,
green,green,up,yellow,blue,red,,,,,0,16,16,24,,,,,,up,1,0.869284587134,2015_Dec_16_1736,284.686837863,test1,001,002,
blue,green,down,green,red,yellow,,,,,0,17,17,2,,,,,,down,1,0.451373938271,2015_Dec_16_1736,284.686837863,test1,001,002,
red,green,down,green,yellow,blue,,,,,0,18,18,1,,,,,,down,1,0.870066697527,2015_Dec_16_1736,284.686837863,test1,001,002,
yellow,blue,left,red,blue,green,,,,,0,19,19,22,,,,,,right,0,0.78755116359,2015_Dec_16_1736,284.686837863,test1,001,002,
green,green,up,blue,red,yellow,,,,,0,20,20,26,,,,,,up,1,0.67488877062,2015_Dec_16_1736,284.686837863,test1,001,002,
blue,red,left,green,red,yellow,,,,,0,21,21,15,,,,,,left,1,0.899062846966,2015_Dec_16_1736,284.686837863,test1,001,002,
blue,blue,up,red,green,yellow,,,,,0,22,22,34,,,,,,up,1,0.432925692778,2015_Dec_16_1736,284.686837863,test1,001,002,
red,yellow,right,green,blue,yellow,,,,,0,23,23,42,,,,,,right,1,0.777186436448,2015_Dec_16_1736,284.686837863,test1,001,002,
yellow,green,right,red,blue,green,,,,,0,24,24,38,,,,,,down,0,1.08203208834,2015_Dec_16_1736,284.686837863,test1,001,002,
blue,yellow,left,green,yellow,red,,,,,0,25,25,19,,,,,,left,1,0.992815042442,2015_Dec_16_1736,284.686837863,test1,001,002,
yellow,yellow,up,green,red,blue,,,,,0,26,26,31,,,,,,up,1,1.05838463727,2015_Dec_16_1736,284.686837863,test1,001,002,
red,green,left,yellow,green,blue,,,,,0,27,27,12,,,,,,left,1,0.884337806248,2015_Dec_16_1736,284.686837863,test1,001,002,
green,blue,down,blue,yellow,red,,,,,0,28,28,9,,,,,,down,1,1.01679740871,2015_Dec_16_1736,284.686837863,test1,001,002,
red,blue,down,blue,green,yellow,,,,,0,29,29,10,,,,,,down,1,1.11882046973,2015_Dec_16_1736,284.686837863,test1,001,002,
red,red,up,blue,green,yellow,,,,,0,30,30,28,,,,,,up,1,0.548535275328,2015_Dec_16_1736,284.686837863,test1,001,002,
blue,blue,up,green,yellow,red,,,,,0,31,31,33,,,,,,up,1,1.07307791879,2015_Dec_16_1736,284.686837863,test1,001,002,
green,yellow,left,red,yellow,blue,,,,,0,32,32,20,,,,,,left,1,1.30024153032,2015_Dec_16_1736,284.686837863,test1,001,002,
blue,blue,up,yellow,red,green,,,,,0,33,33,35,,,,,,down,0,0.834764903328,2015_Dec_16_1736,284.686837863,test1,001,002,
red,red,up,green,yellow,blue,,,,,0,34,34,27,,,,,,up,1,0.499372354803,2015_Dec_16_1736,284.686837863,test1,001,002,
red,blue,left,green,blue,yellow,,,,,0,35,35,21,,,,,,left,1,0.74107911345,2015_Dec_16_1736,284.686837863,test1,001,002,
yellow,yellow,up,blue,green,red,,,,,0,36,36,30,,,,,,up,1,0.393517979395,2015_Dec_16_1736,284.686837863,test1,001,002,
red,yellow,down,yellow,blue,green,,,,,0,37,37,8,,,,,,up,0,1.04929412773,2015_Dec_16_1736,284.686837863,test1,001,002,
yellow,yellow,up,red,blue,green,,,,,0,38,38,32,,,,,,up,1,0.509582135546,2015_Dec_16_1736,284.686837863,test1,001,002,
blue,green,left,red,green,yellow,,,,,0,39,39,13,,,,,,left,1,1.22117299236,2015_Dec_16_1736,284.686837863,test1,001,002,
yellow,blue,right,green,red,blue,,,,,0,40,40,46,,,,,,right,1,1.29866126953,2015_Dec_16_1736,284.686837863,test1,001,002,
green,yellow,down,yellow,red,blue,,,,,0,41,41,7,,,,,,down,1,0.814987583435,2015_Dec_16_1736,284.686837863,test1,001,002,
yellow,red,right,green,blue,red,,,,,0,42,42,40,,,,,,right,1,0.884459710247,2015_Dec_16_1736,284.686837863,test1,001,002,
red,green,right,blue,yellow,green,,,,,0,43,43,36,,,,,,right,1,0.613741403762,2015_Dec_16_1736,284.686837863,test1,001,002,
blue,green,right,yellow,red,green,,,,,0,44,44,37,,,,,,right,1,0.53033404583,2015_Dec_16_1736,284.686837863,test1,001,002,
green,yellow,right,blue,red,yellow,,,,,0,45,45,44,,,,,,right,1,0.597284043055,2015_Dec_16_1736,284.686837863,test1,001,002,
red,red,up,yellow,blue,green,,,,,0,46,46,29,,,,,,up,1,0.708417182432,2015_Dec_16_1736,284.686837863,test1,001,002,
yellow,red,left,blue,red,green,,,,,0,47,47,16,,,,,,left,1,0.801615356311,2015_Dec_16_1736,284.686837863,test1,001,002,
