RECORDING_SESSION_LABEL,CURRENT_SAC_ADJUSTED,CURRENT_SAC_AMPLITUDE,CURRENT_SAC_ANGLE,CURRENT_SAC_AVG_VELOCITY,CURRENT_SAC_CONTAINS_BLINK,CURRENT_SAC_DIRECTION,CURRENT_SAC_DURATION,CURRENT_SAC_END_INTEREST_AREAS,CURRENT_SAC_END_INTEREST_AREA_INDEX,CURRENT_SAC_END_INTEREST_AREA_LABEL,CURRENT_SAC_END_TIME,CURRENT_SAC_END_X,CURRENT_SAC_END_X_RESOLUTION,CURRENT_SAC_END_Y,CURRENT_SAC_END_Y_RESOLUTION,CURRENT_SAC_INDEX,CURRENT_SAC_IS_RT_END,CURRENT_SAC_LABEL,CURRENT_SAC_MSG_COUNT,CURRENT_SAC_MSG_TEXT_1,CURRENT_SAC_MSG_TIME_1,CURRENT_SAC_NEAREST_END_INTEREST_AREA,CURRENT_SAC_NEAREST_END_INTEREST_AREA_LABEL,CURRENT_SAC_NEAREST_START_INTEREST_AREA,CURRENT_SAC_NEAREST_START_INTEREST_AREA_LABEL,CURRENT_SAC_PEAK_VELOCITY,CURRENT_SAC_PEAK_VELOCITY_TIME,CURRENT_SAC_START_INTEREST_AREAS,CURRENT_SAC_START_INTEREST_AREA_INDEX,CURRENT_SAC_START_INTEREST_AREA_LABEL,CURRENT_SAC_START_TIME,CURRENT_SAC_START_X,CURRENT_SAC_START_X_RESOLUTION,CURRENT_SAC_START_Y,CURRENT_SAC_START_Y_RESOLUTION,DATA_FILE,EYE_USED,IP_END_TIME,IP_LABEL,IP_START_TIME,NEXT_FIX_BLINK_AROUND,NEXT_FIX_DURATION,NEXT_FIX_END,NEXT_FIX_INTEREST_AREAS,NEXT_FIX_INTEREST_AREA_DWELL_TIME,NEXT_FIX_INTEREST_AREA_FIX_COUNT,NEXT_FIX_INTEREST_AREA_INDEX,NEXT_FIX_INTEREST_AREA_RUN_ID,NEXT_FIX_IS_RT_END,NEXT_FIX_LABEL,NEXT_FIX_MSG_COUNT,NEXT_FIX_MSG_TEXT_1,NEXT_FIX_MSG_TIME_1,NEXT_FIX_NEAREST_INTEREST_AREA,NEXT_FIX_NEAREST_INTEREST_AREA_LABEL,NEXT_FIX_PUPIL,NEXT_FIX_RUN_DWELL_TIME,NEXT_FIX_RUN_INDEX,NEXT_FIX_RUN_SIZE,NEXT_FIX_START,NEXT_FIX_TRIAL_SPAN,NEXT_FIX_X,NEXT_FIX_X_RESOLUTION,NEXT_FIX_Y,NEXT_FIX_Y_RESOLUTION,NEXT_SAC_AMPLITUDE,NEXT_SAC_ANGLE,NEXT_SAC_AVG_VELOCITY,NEXT_SAC_CONTAINS_BLINK,NEXT_SAC_DIRECTION,NEXT_SAC_DURATION,NEXT_SAC_END_INTEREST_AREAS,NEXT_SAC_END_INTEREST_AREA_INDEX,NEXT_SAC_END_INTEREST_AREA_LABEL,NEXT_SAC_END_TIME,NEXT_SAC_END_X,NEXT_SAC_END_X_RESOLUTION,NEXT_SAC_END_Y,NEXT_SAC_END_Y_RESOLUTION,NEXT_SAC_INDEX,NEXT_SAC_IS_RT_END,NEXT_SAC_LABEL,NEXT_SAC_MSG_COUNT,NEXT_SAC_MSG_TEXT_1,NEXT_SAC_MSG_TIME_1,NEXT_SAC_NEAREST_END_INTEREST_AREA,NEXT_SAC_NEAREST_END_INTEREST_AREA_LABEL,NEXT_SAC_NEAREST_START_INTEREST_AREA,NEXT_SAC_NEAREST_START_INTEREST_AREA_LABEL,NEXT_SAC_PEAK_VELOCITY,NEXT_SAC_PEAK_VELOCITY_TIME,NEXT_SAC_START_INTEREST_AREAS,NEXT_SAC_START_INTEREST_AREA_INDEX,NEXT_SAC_START_INTEREST_AREA_LABEL,NEXT_SAC_START_TIME,NEXT_SAC_START_X,NEXT_SAC_START_X_RESOLUTION,NEXT_SAC_START_Y,NEXT_SAC_START_Y_RESOLUTION,PREVIOUS_FIX_BLINK_AROUND,PREVIOUS_FIX_DURATION,PREVIOUS_FIX_END,PREVIOUS_FIX_INTEREST_AREAS,PREVIOUS_FIX_INTEREST_AREA_DWELL_TIME,PREVIOUS_FIX_INTEREST_AREA_FIX_COUNT,PREVIOUS_FIX_INTEREST_AREA_INDEX,PREVIOUS_FIX_INTEREST_AREA_RUN_ID,PREVIOUS_FIX_IS_RT_END,PREVIOUS_FIX_LABEL,PREVIOUS_FIX_MSG_COUNT,PREVIOUS_FIX_MSG_TEXT_1,PREVIOUS_FIX_MSG_TIME_1,PREVIOUS_FIX_NEAREST_INTEREST_AREA,PREVIOUS_FIX_NEAREST_INTEREST_AREA_LABEL,PREVIOUS_FIX_PUPIL,PREVIOUS_FIX_RUN_DWELL_TIME,PREVIOUS_FIX_RUN_INDEX,PREVIOUS_FIX_RUN_SIZE,PREVIOUS_FIX_START,PREVIOUS_FIX_TRIAL_SPAN,PREVIOUS_FIX_X,PREVIOUS_FIX_X_RESOLUTION,PREVIOUS_FIX_Y,PREVIOUS_FIX_Y_RESOLUTION,PREVIOUS_SAC_AMPLITUDE,PREVIOUS_SAC_ANGLE,PREVIOUS_SAC_AVG_VELOCITY,PREVIOUS_SAC_CONTAINS_BLINK,PREVIOUS_SAC_DIRECTION,PREVIOUS_SAC_DURATION,PREVIOUS_SAC_END_INTEREST_AREAS,PREVIOUS_SAC_END_INTEREST_AREA_INDEX,PREVIOUS_SAC_END_INTEREST_AREA_LABEL,PREVIOUS_SAC_END_TIME,PREVIOUS_SAC_END_X,PREVIOUS_SAC_END_X_RESOLUTION,PREVIOUS_SAC_END_Y,PREVIOUS_SAC_END_Y_RESOLUTION,PREVIOUS_SAC_INDEX,PREVIOUS_SAC_IS_RT_END,PREVIOUS_SAC_LABEL,PREVIOUS_SAC_MSG_COUNT,PREVIOUS_SAC_MSG_TEXT_1,PREVIOUS_SAC_MSG_TIME_1,PREVIOUS_SAC_NEAREST_END_INTEREST_AREA,PREVIOUS_SAC_NEAREST_END_INTEREST_AREA_LABEL,PREVIOUS_SAC_NEAREST_START_INTEREST_AREA,PREVIOUS_SAC_NEAREST_START_INTEREST_AREA_LABEL,PREVIOUS_SAC_PEAK_VELOCITY,PREVIOUS_SAC_PEAK_VELOCITY_TIME,PREVIOUS_SAC_START_INTEREST_AREAS,PREVIOUS_SAC_START_INTEREST_AREA_INDEX,PREVIOUS_SAC_START_INTEREST_AREA_LABEL,PREVIOUS_SAC_START_TIME,PREVIOUS_SAC_START_X,PREVIOUS_SAC_START_X_RESOLUTION,PREVIOUS_SAC_START_Y,PREVIOUS_SAC_START_Y_RESOLUTION,TRIAL_INDEX,TRIAL_LABEL,TRIAL_SACCADE_TOTAL,TRIAL_START_TIME,VIDEO_FRAME_INDEX_END,VIDEO_FRAME_INDEX_START,VIDEO_NAME_END,VIDEO_NAME_START
01_alcohol,FALSE,7.39,83.8,46.2,TRUE,UP,160,[ ],.,.,188,315.6,16.7,354.9,22.35,1,FALSE,Saccade: 29ms,0,.,.,.,.,.,.,1069.5,0,[ ],.,.,29,302.1,17.15,522.8,23.45,01_alcohol.EDF,RIGHT,124477,Full Trial Period,120119,BEFORE,749,937,[ ],.,.,.,.,FALSE,Fixation: 189ms,0,.,.,.,.,3337,.,.,.,189,SPAN_NONE,317.3,16.7,363.6,22.35,4.89,150.76,128.68,FALSE,LEFT,38,[ ],.,.,975,243.1,17,314.5,22.4,2,FALSE,Saccade: 938ms,0,.,.,.,.,.,.,214.6,0,[ ],.,.,938,315,16.7,368,22.35,AFTER,22,28,[ ],.,.,.,.,FALSE,Fixation: 7ms,0,.,.,.,.,3355,.,.,.,7,SPAN_NONE,299.8,17.15,532.5,23.45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Trial: 1,10,120119,.,.,.,.
01_alcohol,FALSE,4.89,150.76,128.68,FALSE,LEFT,38,[ ],.,.,975,243.1,17,314.5,22.4,2,FALSE,Saccade: 938ms,0,.,.,.,.,.,.,214.6,0,[ ],.,.,938,315,16.7,368,22.35,01_alcohol.EDF,RIGHT,124477,Full Trial Period,120119,NONE,120,1095,[ ],.,.,.,.,FALSE,Fixation: 976ms,0,.,.,.,.,3239,.,.,.,976,SPAN_NONE,245.5,17,313.4,22.4,2.4,-165.1,100.1,FALSE,LEFT,24,[ ],.,.,1119,205.4,17.2,326,22.6,3,FALSE,Saccade: 1096ms,0,.,.,.,.,.,.,185.1,0,[ ],.,.,1096,245.1,17,312.1,22.4,BEFORE,749,937,[ ],.,.,.,.,FALSE,Fixation: 189ms,0,.,.,.,.,3337,.,.,.,189,SPAN_NONE,317.3,16.7,363.6,22.35,7.39,83.8,46.2,TRUE,UP,160,[ ],.,.,188,315.6,16.7,354.9,22.35,1,FALSE,Saccade: 29ms,0,.,.,.,.,.,.,1069.5,0,[ ],.,.,29,302.1,17.15,522.8,23.45,1,Trial: 1,10,120119,.,.,.,.
01_alcohol,FALSE,2.4,-165.1,100.1,FALSE,LEFT,24,[ ],.,.,1119,205.4,17.2,326,22.6,3,FALSE,Saccade: 1096ms,0,.,.,.,.,.,.,185.1,0,[ ],.,.,1096,245.1,17,312.1,22.4,01_alcohol.EDF,RIGHT,124477,Full Trial Period,120119,NONE,268,1387,[ ],.,.,.,.,FALSE,Fixation: 1120ms,0,.,.,.,.,3296,.,.,.,1120,SPAN_NONE,206.8,17.2,326.2,22.6,17.51,4.52,265.24,FALSE,RIGHT,66,[ ],.,.,1453,502.6,16.7,294.8,22.2,4,FALSE,Saccade: 1388ms,0,.,.,.,.,.,.,445.7,0,[ ],.,.,1388,206.8,17.2,325.7,22.6,NONE,120,1095,[ ],.,.,.,.,FALSE,Fixation: 976ms,0,.,.,.,.,3239,.,.,.,976,SPAN_NONE,245.5,17,313.4,22.4,4.89,150.76,128.68,FALSE,LEFT,38,[ ],.,.,975,243.1,17,314.5,22.4,2,FALSE,Saccade: 938ms,0,.,.,.,.,.,.,214.6,0,[ ],.,.,938,315,16.7,368,22.35,1,Trial: 1,10,120119,.,.,.,.
01_alcohol,FALSE,17.51,4.52,265.24,FALSE,RIGHT,66,[ ],.,.,1453,502.6,16.7,294.8,22.2,4,FALSE,Saccade: 1388ms,0,.,.,.,.,.,.,445.7,0,[ ],.,.,1388,206.8,17.2,325.7,22.6,01_alcohol.EDF,RIGHT,124477,Full Trial Period,120119,NONE,115,1568,[ ],.,.,.,.,FALSE,Fixation: 1454ms,0,.,.,.,.,3275,.,.,.,1454,SPAN_NONE,501.2,16.7,294.3,22.2,5.72,-11.12,146.64,FALSE,RIGHT,39,[ ],.,.,1607,596.8,17.2,318.6,22.6,5,FALSE,Saccade: 1569ms,0,.,.,.,.,.,.,275.6,0,[ ],.,.,1569,501.4,16.7,293.9,22.2,NONE,268,1387,[ ],.,.,.,.,FALSE,Fixation: 1120ms,0,.,.,.,.,3296,.,.,.,1120,SPAN_NONE,206.8,17.2,326.2,22.6,2.4,-165.1,100.1,FALSE,LEFT,24,[ ],.,.,1119,205.4,17.2,326,22.6,3,FALSE,Saccade: 1096ms,0,.,.,.,.,.,.,185.1,0,[ ],.,.,1096,245.1,17,312.1,22.4,1,Trial: 1,10,120119,.,.,.,.
01_alcohol,FALSE,5.72,-11.12,146.64,FALSE,RIGHT,39,[ ],.,.,1607,596.8,17.2,318.6,22.6,5,FALSE,Saccade: 1569ms,0,.,.,.,.,.,.,275.6,0,[ ],.,.,1569,501.4,16.7,293.9,22.2,01_alcohol.EDF,RIGHT,124477,Full Trial Period,120119,NONE,220,1827,[ ],.,.,.,.,FALSE,Fixation: 1608ms,0,.,.,.,.,3149,.,.,.,1608,SPAN_NONE,593.9,17.2,320.3,22.6,15.04,176.32,231.34,FALSE,LEFT,65,[ ],.,.,1892,340.4,16.6,300.7,22.1,6,FALSE,Saccade: 1828ms,0,.,.,.,.,.,.,416.7,0,[ ],.,.,1828,594,17.2,322.3,22.6,NONE,115,1568,[ ],.,.,.,.,FALSE,Fixation: 1454ms,0,.,.,.,.,3275,.,.,.,1454,SPAN_NONE,501.2,16.7,294.3,22.2,17.51,4.52,265.24,FALSE,RIGHT,66,[ ],.,.,1453,502.6,16.7,294.8,22.2,4,FALSE,Saccade: 1388ms,0,.,.,.,.,.,.,445.7,0,[ ],.,.,1388,206.8,17.2,325.7,22.6,1,Trial: 1,10,120119,.,.,.,.
01_alcohol,FALSE,15.04,176.32,231.34,FALSE,LEFT,65,[ ],.,.,1892,340.4,16.6,300.7,22.1,6,FALSE,Saccade: 1828ms,0,.,.,.,.,.,.,416.7,0,[ ],.,.,1828,594,17.2,322.3,22.6,01_alcohol.EDF,RIGHT,124477,Full Trial Period,120119,NONE,373,2265,[ ],.,.,.,.,FALSE,Fixation: 1893ms,0,.,.,.,.,3248,.,.,.,1893,SPAN_NONE,345.8,16.6,301.9,22.1,2.56,-19.34,94.63,FALSE,RIGHT,27,[ ],.,.,2292,385.7,16.5,321.3,22.1,7,FALSE,Saccade: 2266ms,0,.,.,.,.,.,.,200.9,0,[ ],.,.,2266,345.8,16.6,302.6,22.1,NONE,220,1827,[ ],.,.,.,.,FALSE,Fixation: 1608ms,0,.,.,.,.,3149,.,.,.,1608,SPAN_NONE,593.9,17.2,320.3,22.6,5.72,-11.12,146.64,FALSE,RIGHT,39,[ ],.,.,1607,596.8,17.2,318.6,22.6,5,FALSE,Saccade: 1569ms,0,.,.,.,.,.,.,275.6,0,[ ],.,.,1569,501.4,16.7,293.9,22.2,1,Trial: 1,10,120119,.,.,.,.
01_alcohol,FALSE,2.56,-19.34,94.63,FALSE,RIGHT,27,[ ],.,.,2292,385.7,16.5,321.3,22.1,7,FALSE,Saccade: 2266ms,0,.,.,.,.,.,.,200.9,0,[ ],.,.,2266,345.8,16.6,302.6,22.1,01_alcohol.EDF,RIGHT,124477,Full Trial Period,120119,NONE,668,2960,[ ],.,.,.,.,FALSE,Fixation: 2293ms,0,.,.,.,.,3591,.,.,.,2293,SPAN_NONE,380.5,16.5,314.8,22.1,1.42,17.47,67.47,FALSE,RIGHT,21,[ ],.,.,2981,402.4,16.5,310.4,22.1,8,FALSE,Saccade: 2961ms,0,.,.,.,.,.,.,126.9,0,[ ],.,.,2961,380.1,16.5,319.8,22.1,NONE,373,2265,[ ],.,.,.,.,FALSE,Fixation: 1893ms,0,.,.,.,.,3248,.,.,.,1893,SPAN_NONE,345.8,16.6,301.9,22.1,15.04,176.32,231.34,FALSE,LEFT,65,[ ],.,.,1892,340.4,16.6,300.7,22.1,6,FALSE,Saccade: 1828ms,0,.,.,.,.,.,.,416.7,0,[ ],.,.,1828,594,17.2,322.3,22.6,1,Trial: 1,10,120119,.,.,.,.
01_alcohol,FALSE,1.42,17.47,67.47,FALSE,RIGHT,21,[ ],.,.,2981,402.4,16.5,310.4,22.1,8,FALSE,Saccade: 2961ms,0,.,.,.,.,.,.,126.9,0,[ ],.,.,2961,380.1,16.5,319.8,22.1,01_alcohol.EDF,RIGHT,124477,Full Trial Period,120119,NONE,824,3805,[ ],.,.,.,.,FALSE,Fixation: 2982ms,0,.,.,.,.,3604,.,.,.,2982,SPAN_NONE,398.8,16.5,310.7,22.1,0.74,-111.63,52.85,FALSE,DOWN,14,[ ],.,.,3819,395,16.55,324,22.15,9,FALSE,Saccade: 3806ms,0,.,.,.,.,.,.,70.2,0,[ ],.,.,3806,399.5,16.5,308.8,22.1,NONE,668,2960,[ ],.,.,.,.,FALSE,Fixation: 2293ms,0,.,.,.,.,3591,.,.,.,2293,SPAN_NONE,380.5,16.5,314.8,22.1,2.56,-19.34,94.63,FALSE,RIGHT,27,[ ],.,.,2292,385.7,16.5,321.3,22.1,7,FALSE,Saccade: 2266ms,0,.,.,.,.,.,.,200.9,0,[ ],.,.,2266,345.8,16.6,302.6,22.1,1,Trial: 1,10,120119,.,.,.,.
01_alcohol,FALSE,0.74,-111.63,52.85,FALSE,DOWN,14,[ ],.,.,3819,395,16.55,324,22.15,9,FALSE,Saccade: 3806ms,0,.,.,.,.,.,.,70.2,0,[ ],.,.,3806,399.5,16.5,308.8,22.1,01_alcohol.EDF,RIGHT,124477,Full Trial Period,120119,AFTER,258,4077,[ ],.,.,.,.,FALSE,Fixation: 3820ms,0,.,.,.,.,3615,.,.,.,3820,SPAN_NONE,395.3,16.55,325.1,22.15,0.24,155.51,1.43,TRUE,.,167,[ ],.,.,4244,390.8,16.6,331.6,22.2,10,FALSE,Saccade: 4078ms,0,.,.,.,.,.,.,2624.8,0,[ ],.,.,4078,394.4,16.55,333.8,22.15,NONE,824,3805,[ ],.,.,.,.,FALSE,Fixation: 2982ms,0,.,.,.,.,3604,.,.,.,2982,SPAN_NONE,398.8,16.5,310.7,22.1,1.42,17.47,67.47,FALSE,RIGHT,21,[ ],.,.,2981,402.4,16.5,310.4,22.1,8,FALSE,Saccade: 2961ms,0,.,.,.,.,.,.,126.9,0,[ ],.,.,2961,380.1,16.5,319.8,22.1,1,Trial: 1,10,120119,.,.,.,.
01_alcohol,FALSE,0.24,155.51,1.43,TRUE,.,167,[ ],.,.,4244,390.8,16.6,331.6,22.2,10,FALSE,Saccade: 4078ms,0,.,.,.,.,.,.,2624.8,0,[ ],.,.,4078,394.4,16.55,333.8,22.15,01_alcohol.EDF,RIGHT,124477,Full Trial Period,120119,BEFORE,112,4356,[ ],.,.,.,.,FALSE,Fixation: 4245ms,0,.,.,.,.,3644,.,.,.,4245,SPAN_NONE,390.8,16.6,338,22.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,AFTER,258,4077,[ ],.,.,.,.,FALSE,Fixation: 3820ms,0,.,.,.,.,3615,.,.,.,3820,SPAN_NONE,395.3,16.55,325.1,22.15,0.74,-111.63,52.85,FALSE,DOWN,14,[ ],.,.,3819,395,16.55,324,22.15,9,FALSE,Saccade: 3806ms,0,.,.,.,.,.,.,70.2,0,[ ],.,.,3806,399.5,16.5,308.8,22.1,1,Trial: 1,10,120119,.,.,.,.
