RECORDING_SESSION_LABEL,CURRENT_SAC_AMPLITUDE,CURRENT_SAC_AVG_VELOCITY,CURRENT_SAC_CONTAINS_BLINK,CURRENT_SAC_DURATION,CURRENT_SAC_END_TIME,CURRENT_SAC_INDEX,CURRENT_SAC_PEAK_VELOCITY,CURRENT_SAC_PEAK_VELOCITY_TIME,CURRENT_SAC_START_TIME,TRIAL_INDEX,TRIAL_SACCADE_TOTAL,TRIAL_START_TIME,TRIAL_LABEL
alcohol_04,0.71,50.93,FALSE,14,2828,6,52.98,4449382,2815,34,11,4446561,Trial: 34
alcohol_04,0.34,38.23,FALSE,9,3147,7,38.58,4449704,3139,34,11,4446561,Trial: 34
alcohol_04,0.24,34.84,FALSE,7,3613,8,32.64,4450171,3607,34,11,4446561,Trial: 34
alcohol_04,1.1,4.03,TRUE,272,4431,9,1389.84,4450747,4160,34,11,4446561,Trial: 34
alcohol_04,1.24,4.95,TRUE,251,4720,10,1104.46,4451236,4470,34,11,4446561,Trial: 34
alcohol_04,1.28,63.77,FALSE,20,4934,11,99.94,4451486,4915,34,11,4446561,Trial: 34
alcohol_04,0.61,46.89,FALSE,13,196,1,50.13,4451837,184,35,9,4451647,Trial: 35
alcohol_04,0.5,38.64,FALSE,13,515,2,44.13,4452156,503,35,9,4451647,Trial: 35
alcohol_04,0.98,4.73,TRUE,208,2108,3,1259.74,4453577,1901,35,9,4451647,Trial: 35
alcohol_04,0.67,44.9,FALSE,15,2368,4,48.99,4454008,2354,35,9,4451647,Trial: 35
alcohol_04,0.25,40.99,FALSE,6,2837,5,34.18,4454481,2832,35,9,4451647,Trial: 35
alcohol_04,0.49,35.07,FALSE,14,3242,6,38.47,4454885,3229,35,9,4451647,Trial: 35
alcohol_04,3.93,140.19,FALSE,28,3994,7,264.45,4455628,3967,35,9,4451647,Trial: 35
alcohol_04,3.44,132.18,FALSE,26,4912,8,234.19,4456547,4887,35,9,4451647,Trial: 35
alcohol_04,0.88,55.2,FALSE,16,5185,9,71.53,4456823,5170,35,9,4451647,Trial: 35
alcohol_04,0.28,39.71,FALSE,7,250,1,34.36,4457112,244,36,11,4456865,Trial: 36
alcohol_04,0.72,26.61,FALSE,27,1346,2,93.01,4458193,1320,36,11,4456865,Trial: 36
alcohol_04,1.28,67.43,FALSE,19,2144,3,97.23,4459000,2126,36,11,4456865,Trial: 36
alcohol_04,1.01,45.76,FALSE,22,2368,4,88.38,4459220,2347,36,11,4456865,Trial: 36
alcohol_04,1,62.36,FALSE,16,2648,5,74.99,4459505,2633,36,11,4456865,Trial: 36
alcohol_04,0.78,36.94,FALSE,21,2855,6,69.18,4459707,2835,36,11,4456865,Trial: 36
alcohol_04,0.16,32.86,FALSE,5,3513,7,29.88,4460376,3509,36,11,4456865,Trial: 36
alcohol_04,0.56,2.38,TRUE,233,4016,8,827.37,4460673,3784,36,11,4456865,Trial: 36
alcohol_04,2.4,10.39,TRUE,231,4349,9,988.05,4461010,4119,36,11,4456865,Trial: 36
alcohol_04,1.6,7.39,TRUE,217,5155,10,623.79,4461826,4939,36,11,4456865,Trial: 36
alcohol_04,0.94,49.51,FALSE,19,5661,11,74.39,4462514,5643,36,11,4456865,Trial: 36
alcohol_04,0.57,40.96,FALSE,14,302,1,46.22,4463125,289,37,8,4462830,Trial: 37
alcohol_04,0.76,34.5,FALSE,22,2574,2,85.26,4465391,2553,37,8,4462830,Trial: 37
alcohol_04,1.58,65.76,FALSE,24,2780,3,103.3,4465597,2757,37,8,4462830,Trial: 37
alcohol_04,1.16,68.03,FALSE,17,3021,4,84.36,4465843,3005,37,8,4462830,Trial: 37
alcohol_04,0.8,36.37,FALSE,22,3325,5,71.89,4466141,3304,37,8,4462830,Trial: 37
alcohol_04,0.44,49.44,FALSE,9,3615,6,42.3,4466441,3607,37,8,4462830,Trial: 37
alcohol_04,3.45,127.89,FALSE,27,4018,7,234.08,4466835,3992,37,8,4462830,Trial: 37
alcohol_04,2.79,111.61,FALSE,25,4366,8,197.35,4467184,4342,37,8,4462830,Trial: 37
alcohol_04,0.55,54.6,FALSE,10,103,1,45.86,4467459,94,38,9,4467361,Trial: 38
alcohol_04,0.97,51.1,FALSE,19,1326,2,70.55,4468676,1308,38,9,4467361,Trial: 38
alcohol_04,1.04,34.81,FALSE,30,1590,3,114.1,4468932,1561,38,9,4467361,Trial: 38
alcohol_04,0.71,2.49,TRUE,286,2166,4,1458.32,4469485,1881,38,9,4467361,Trial: 38
alcohol_04,0.49,44.92,FALSE,11,2486,5,44.81,4469843,2476,38,9,4467361,Trial: 38
alcohol_04,0.7,30.45,FALSE,23,2765,6,59.13,4470109,2743,38,9,4467361,Trial: 38
alcohol_04,0.4,24.98,FALSE,16,3122,7,36.12,4470481,3107,38,9,4467361,Trial: 38
alcohol_04,3.87,92.26,FALSE,42,4017,8,287.42,4471351,3976,38,9,4467361,Trial: 38
alcohol_04,2.65,9.13,TRUE,290,4571,9,881.99,4471664,4282,38,9,4467361,Trial: 38
alcohol_04,1.67,69.66,FALSE,24,107,1,148.56,4472205,84,39,8,4472111,Trial: 39
alcohol_04,0.61,43.25,FALSE,14,368,2,48.2,4472471,355,39,8,4472111,Trial: 39
alcohol_04,1.94,9.42,TRUE,206,2156,3,1314.09,4474100,1951,39,8,4472111,Trial: 39
alcohol_04,1.21,4.3,TRUE,282,2543,4,1383.26,4474408,2262,39,8,4472111,Trial: 39
alcohol_04,1.09,38.9,FALSE,28,2685,5,108.68,4474779,2658,39,8,4472111,Trial: 39
alcohol_04,1.19,66.03,FALSE,18,2902,6,87.59,4475005,2885,39,8,4472111,Trial: 39
alcohol_04,0.73,52.34,FALSE,14,3732,7,54.52,4475837,3719,39,8,4472111,Trial: 39
alcohol_04,0.5,26.34,FALSE,19,5071,8,45.98,4477168,5053,39,8,4472111,Trial: 39
alcohol_04,0.56,37.25,FALSE,15,276,1,37.73,4477515,262,40,6,4477247,Trial: 40
alcohol_04,0.28,34.7,FALSE,8,527,2,33.97,4477770,520,40,6,4477247,Trial: 40
alcohol_04,0.98,32.6,FALSE,30,1169,3,128.46,4478397,1140,40,6,4477247,Trial: 40
alcohol_04,1.87,60.17,FALSE,31,1414,4,162.7,4478643,1384,40,6,4477247,Trial: 40
alcohol_04,1.95,7.23,TRUE,269,2311,5,1099.24,4479508,2043,40,6,4477247,Trial: 40
alcohol_04,0.77,32.09,FALSE,24,3078,6,63.54,4480308,3055,40,6,4477247,Trial: 40
alcohol_04,0.38,42.13,FALSE,9,276,1,38.73,4482434,268,41,10,4482162,Trial: 41
alcohol_04,0.51,19.7,FALSE,26,966,2,70.56,4483109,941,41,10,4482162,Trial: 41
alcohol_04,0.97,32.31,FALSE,30,1196,3,123.07,4483339,1167,41,10,4482162,Trial: 41
alcohol_04,0.94,4.29,TRUE,219,1976,4,1554.34,4483946,1758,41,10,4482162,Trial: 41
alcohol_04,6.88,28.79,TRUE,239,2457,5,1300.08,4484583,2219,41,10,4482162,Trial: 41
alcohol_04,5.35,116.38,FALSE,46,2755,6,297.81,4484887,2710,41,10,4482162,Trial: 41
alcohol_04,0.6,22.17,FALSE,27,3104,7,88.86,4485248,3078,41,10,4482162,Trial: 41
alcohol_04,0.22,14.45,FALSE,15,3460,8,31.01,4485610,3446,41,10,4482162,Trial: 41
alcohol_04,0.9,27.19,FALSE,33,3884,9,163.23,4486025,3852,41,10,4482162,Trial: 41
alcohol_04,0.94,30.34,FALSE,31,4360,10,131.12,4486502,4330,41,10,4482162,Trial: 41
alcohol_04,0.47,19.49,FALSE,24,112,1,56.44,4486750,89,42,8,4486656,Trial: 42
alcohol_04,0.29,41.32,FALSE,7,399,2,33.6,4487053,393,42,8,4486656,Trial: 42
alcohol_04,1.18,4.93,TRUE,240,2231,3,944.61,4488675,1992,42,8,4486656,Trial: 42
alcohol_04,1.18,5.45,TRUE,216,2551,4,996.69,4489172,2336,42,8,4486656,Trial: 42
alcohol_04,0.73,36.49,FALSE,20,2831,5,71.36,4489475,2812,42,8,4486656,Trial: 42
alcohol_04,0.53,33.04,FALSE,16,3225,6,38.19,4489876,3210,42,8,4486656,Trial: 42
alcohol_04,0.82,3.07,TRUE,267,4202,7,771.6,4490808,3936,42,8,4486656,Trial: 42
alcohol_04,1.82,79.19,FALSE,23,4569,8,128.09,4491214,4547,42,8,4486656,Trial: 42
alcohol_04,0.94,52.41,FALSE,18,269,1,60.68,4491669,252,43,9,4491408,Trial: 43
alcohol_04,0.52,27.54,FALSE,19,955,2,58.55,4492350,937,43,9,4491408,Trial: 43
alcohol_04,0.61,23.64,FALSE,26,1553,3,84.42,4492944,1528,43,9,4491408,Trial: 43
alcohol_04,0.81,47.82,FALSE,17,1897,4,54.29,4493295,1881,43,9,4491408,Trial: 43
alcohol_04,0.36,19.79,FALSE,18,3024,5,46.02,4494419,3007,43,9,4491408,Trial: 43
alcohol_04,0.8,56.93,FALSE,14,3238,6,62.79,4494639,3225,43,9,4491408,Trial: 43
alcohol_04,0.29,20.44,FALSE,14,3786,7,36.73,4495183,3773,43,9,4491408,Trial: 43
alcohol_04,0.21,0.94,TRUE,225,4179,8,1746.86,4495390,3955,43,9,4491408,Trial: 43
alcohol_04,1.84,7.53,TRUE,244,4651,9,1375.63,4495840,4408,43,9,4491408,Trial: 43
alcohol_04,0.54,22.55,FALSE,24,1085,1,64.8,4497738,1062,44,8,4496670,Trial: 44
alcohol_04,0.73,27.17,FALSE,27,1277,2,95.87,4497929,1251,44,8,4496670,Trial: 44
alcohol_04,1.05,65.42,FALSE,16,1998,3,77.81,4498660,1983,44,8,4496670,Trial: 44
alcohol_04,0.77,35.18,FALSE,22,2248,4,80.53,4498905,2227,44,8,4496670,Trial: 44
alcohol_04,1.02,51.11,FALSE,20,3036,5,76.95,4499694,3017,44,8,4496670,Trial: 44
alcohol_04,0.99,45.19,FALSE,22,3509,6,87.28,4500166,3488,44,8,4496670,Trial: 44
alcohol_04,5.1,127.39,FALSE,40,4028,7,273.57,4500674,3989,44,8,4496670,Trial: 44
alcohol_04,4.12,147.31,FALSE,28,4569,8,259.61,4501226,4542,44,8,4496670,Trial: 44
alcohol_04,0.52,29.03,FALSE,18,150,1,63.64,4501449,133,45,9,4501312,Trial: 45
alcohol_04,0.42,52.55,FALSE,8,361,2,45.24,4501669,354,45,9,4501312,Trial: 45
alcohol_04,0.88,38.46,FALSE,23,879,3,85.3,4502177,857,45,9,4501312,Trial: 45
alcohol_04,0.59,2.4,TRUE,248,2041,4,1362.1,4503307,1794,45,9,4501312,Trial: 45
alcohol_04,2.04,88.5,FALSE,23,2269,5,158.53,4503570,2247,45,9,4501312,Trial: 45
alcohol_04,1.39,69.68,FALSE,20,2556,6,103.9,4503858,2537,45,9,4501312,Trial: 45
alcohol_04,0.69,36.14,FALSE,19,2794,7,70.2,4504095,2776,45,9,4501312,Trial: 45
alcohol_04,0.53,35.39,FALSE,15,3074,8,47.41,4504376,3060,45,9,4501312,Trial: 45
alcohol_04,0.97,56.81,FALSE,17,3339,9,73.82,4504642,3323,45,9,4501312,Trial: 45
alcohol_04,0.24,34.78,FALSE,7,183,1,33.05,4505845,177,46,9,4505664,Trial: 46
alcohol_04,1.59,4.96,TRUE,321,2357,2,1067.37,4507976,2037,46,9,4505664,Trial: 46
alcohol_04,1.8,56.29,FALSE,32,2545,3,152.35,4508189,2514,46,9,4505664,Trial: 46
alcohol_04,0.71,39.59,FALSE,18,2895,4,63.18,4508547,2878,46,9,4505664,Trial: 46
alcohol_04,0.38,11.99,FALSE,32,3143,5,99.75,4508785,3112,46,9,4505664,Trial: 46
alcohol_04,0.53,27.98,FALSE,19,3351,6,58.63,4509002,3333,46,9,4505664,Trial: 46
alcohol_04,1.04,31.66,FALSE,33,4012,7,140.61,4509655,3980,46,9,4505664,Trial: 46
alcohol_04,1.36,56.49,FALSE,24,4231,8,120.97,4509882,4208,46,9,4505664,Trial: 46
alcohol_04,1.44,43.49,FALSE,33,5145,9,159.83,4510788,5113,46,9,4505664,Trial: 46
alcohol_04,1.54,64.06,FALSE,24,106,1,127.78,4511005,83,47,12,4510911,Trial: 47
alcohol_04,0.66,36.51,FALSE,18,721,2,52.44,4511628,704,47,12,4510911,Trial: 47
alcohol_04,1.85,77.28,FALSE,24,1882,3,129.85,4512781,1859,47,12,4510911,Trial: 47
alcohol_04,1.53,6.16,TRUE,248,2189,4,1324.69,4513057,1942,47,12,4510911,Trial: 47
alcohol_04,1.19,62.51,FALSE,19,2236,5,88.13,4513138,2218,47,12,4510911,Trial: 47
alcohol_04,0.93,40.54,FALSE,23,2538,6,86.81,4513435,2516,47,12,4510911,Trial: 47
alcohol_04,1.75,76.23,FALSE,23,2768,7,130.82,4513668,2746,47,12,4510911,Trial: 47
alcohol_04,0.92,28.74,FALSE,32,3192,8,124.98,4514082,3161,47,12,4510911,Trial: 47
alcohol_04,0.49,25.64,FALSE,19,3976,9,54.23,4514874,3958,47,12,4510911,Trial: 47
alcohol_04,1.1,31.55,FALSE,35,4213,10,161.75,4515102,4179,47,12,4510911,Trial: 47
alcohol_04,0.54,2.22,TRUE,241,4770,11,1154.15,4515635,4530,47,12,4510911,Trial: 47
alcohol_04,1.54,64.15,FALSE,24,4962,12,129.68,4515861,4939,47,12,4510911,Trial: 47
alcohol_04,0.96,45.87,FALSE,21,334,1,84.56,4516257,314,48,11,4515936,Trial: 48
alcohol_04,0.61,35.71,FALSE,17,582,2,58.85,4516507,566,48,11,4515936,Trial: 48
alcohol_04,1.14,4.95,TRUE,230,1268,3,1362.02,4517150,1039,48,11,4515936,Trial: 48
alcohol_04,1.18,56.42,FALSE,21,1603,4,89.03,4517527,1583,48,11,4515936,Trial: 48
alcohol_04,0.51,20.21,FALSE,25,1909,5,71.6,4517827,1885,48,11,4515936,Trial: 48
alcohol_04,2.78,13.42,TRUE,207,2635,6,1396.26,4518391,2429,48,11,4515936,Trial: 48
alcohol_04,1.53,84.98,FALSE,18,2674,7,106.36,4518604,2657,48,11,4515936,Trial: 48
alcohol_04,2.2,73.32,FALSE,30,3116,8,194.75,4519035,3087,48,11,4515936,Trial: 48
alcohol_04,1.91,79.67,FALSE,24,3324,9,149.99,4519248,3301,48,11,4515936,Trial: 48
alcohol_04,0.35,15.16,FALSE,23,3809,10,54.49,4519738,3787,48,11,4515936,Trial: 48
alcohol_04,2.1,61.85,FALSE,34,4268,11,197.96,4520184,4235,48,11,4515936,Trial: 48
alcohol_04,2.02,69.65,FALSE,29,325,1,164.92,4523959,297,49,11,4523650,Trial: 49
alcohol_04,2.03,75.1,FALSE,27,540,2,151.4,4524176,514,49,11,4523650,Trial: 49
alcohol_04,8.77,162.4,FALSE,54,843,3,356.84,4524457,790,49,11,4523650,Trial: 49
alcohol_04,9.64,172.19,FALSE,56,1074,4,404.47,4524686,1019,49,11,4523650,Trial: 49
alcohol_04,11.74,234.85,FALSE,50,1312,5,442.14,4524929,1263,49,11,4523650,Trial: 49
alcohol_04,6.81,158.46,FALSE,43,1967,6,278.54,4525590,1925,49,11,4523650,Trial: 49
alcohol_04,3.62,75.48,FALSE,48,2384,7,227.73,4526000,2337,49,11,4523650,Trial: 49
alcohol_04,2.54,79.32,FALSE,32,2954,8,140.72,4526585,2923,49,11,4523650,Trial: 49
alcohol_04,2.87,119.42,FALSE,24,3195,9,198.43,4526834,3172,49,11,4523650,Trial: 49
alcohol_04,0.88,39.89,FALSE,22,3693,10,87.31,4527331,3672,49,11,4523650,Trial: 49
alcohol_04,5.3,165.49,FALSE,32,4007,11,331.37,4527641,3976,49,11,4523650,Trial: 49
alcohol_04,0.94,46.89,FALSE,20,297,1,75.53,4528319,278,50,11,4528033,Trial: 50
alcohol_04,6.31,157.64,FALSE,40,2037,2,303.35,4530046,1998,50,11,4528033,Trial: 50
alcohol_04,1.92,91.33,FALSE,21,2561,3,141.18,4530584,2541,50,11,4528033,Trial: 50
alcohol_04,0.92,65.46,FALSE,14,2804,4,71.91,4530831,2791,50,11,4528033,Trial: 50
alcohol_04,1.62,77.04,FALSE,21,3154,5,112.56,4531178,3134,50,11,4528033,Trial: 50
alcohol_04,1.05,55.36,FALSE,19,3722,6,74.92,4531745,3704,50,11,4528033,Trial: 50
alcohol_04,8.07,192.18,FALSE,42,3972,7,380.6,4531980,3931,50,11,4528033,Trial: 50
alcohol_04,7.01,166.9,FALSE,42,4192,8,324.36,4532200,4151,50,11,4528033,Trial: 50
alcohol_04,11.75,225.92,FALSE,52,4506,9,480.25,4532505,4455,50,11,4528033,Trial: 50
alcohol_04,8.51,189.2,FALSE,45,4893,10,346.76,4532897,4849,50,11,4528033,Trial: 50
alcohol_04,8.59,145.6,FALSE,59,5730,11,346.56,4533721,5672,50,11,4528033,Trial: 50
alcohol_04,0.48,20.07,FALSE,24,402,1,62.58,4534178,379,51,10,4533794,Trial: 51
alcohol_04,10.57,229.8,FALSE,46,777,2,404.99,4534543,732,51,10,4533794,Trial: 51
alcohol_04,18.69,306.36,FALSE,61,1490,3,463.51,4535242,1430,51,10,4533794,Trial: 51
alcohol_04,5.25,127.99,FALSE,41,1827,4,252.28,4535595,1787,51,10,4533794,Trial: 51
alcohol_04,1.4,4.86,TRUE,287,2594,5,662.61,4536147,2308,51,10,4533794,Trial: 51
alcohol_04,1.02,56.5,FALSE,18,3463,6,60.18,4537248,3446,51,10,4533794,Trial: 51
alcohol_04,1.52,50.51,FALSE,30,3721,7,147.65,4537497,3692,51,10,4533794,Trial: 51
alcohol_04,6.17,146.88,FALSE,42,4057,8,337.28,4537825,4016,51,10,4533794,Trial: 51
alcohol_04,1.74,6.71,TRUE,259,4407,9,528.4,4537974,4149,51,10,4533794,Trial: 51
alcohol_04,6.37,27.56,TRUE,231,5440,10,1024.66,4539175,5210,51,10,4533794,Trial: 51
alcohol_04,1.35,56.44,FALSE,24,378,1,128.32,4540363,355,52,9,4539998,Trial: 52
alcohol_04,9.21,164.51,FALSE,56,822,2,349.52,4540782,767,52,9,4539998,Trial: 52
alcohol_04,8.48,192.81,FALSE,44,1595,3,348.16,4541566,1552,52,9,4539998,Trial: 52
alcohol_04,8.71,28.74,FALSE,303,2236,4,341,4541948,1934,52,9,4539998,Trial: 52
alcohol_04,4.93,117.3,FALSE,42,2910,5,266.03,4542882,2869,52,9,4539998,Trial: 52
alcohol_04,3.52,100.52,FALSE,35,3344,6,183.38,4543320,3310,52,9,4539998,Trial: 52
alcohol_04,3.37,71.6,FALSE,47,3620,7,154.05,4543594,3574,52,9,4539998,Trial: 52
alcohol_04,2.14,93.05,FALSE,23,3785,8,152.01,4543772,3763,52,9,4539998,Trial: 52
alcohol_04,1.11,4.68,TRUE,237,4308,9,1371.81,4544102,4072,52,9,4539998,Trial: 52
alcohol_04,1.12,46.71,FALSE,24,103,1,110.31,4544428,80,53,12,4544338,Trial: 53
alcohol_04,2.94,89.08,FALSE,33,342,2,167.03,4544660,310,53,12,4544338,Trial: 53
alcohol_04,4.51,112.79,FALSE,40,580,3,225.3,4544892,541,53,12,4544338,Trial: 53
alcohol_04,10.65,180.52,FALSE,59,1180,4,340.63,4545477,1122,53,12,4544338,Trial: 53
alcohol_04,4.84,124.15,FALSE,39,1576,5,204.03,4545892,1538,53,12,4544338,Trial: 53
alcohol_04,1.15,57.45,FALSE,20,2008,6,70.44,4546334,1989,53,12,4544338,Trial: 53
alcohol_04,1.72,85.85,FALSE,20,2273,7,123.37,4546602,2254,53,12,4544338,Trial: 53
alcohol_04,3.32,122.81,FALSE,27,2916,8,212.54,4547241,2890,53,12,4544338,Trial: 53
alcohol_04,0.61,35.79,FALSE,17,3293,9,54.24,4547620,3277,53,12,4544338,Trial: 53
alcohol_04,1.3,59.14,FALSE,22,3696,10,101.35,4548023,3675,53,12,4544338,Trial: 53
alcohol_04,2.88,12.13,TRUE,237,4075,11,827.23,4548363,3839,53,12,4544338,Trial: 53
alcohol_04,1.52,75.99,FALSE,20,4794,12,105.86,4549123,4775,53,12,4544338,Trial: 53
alcohol_04,1.55,73.86,FALSE,21,345,1,90.2,4549901,325,54,11,4549567,Trial: 54
alcohol_04,2.11,84.59,FALSE,25,1863,2,142.28,4551418,1839,54,11,4549567,Trial: 54
alcohol_04,4.07,104.24,FALSE,39,2086,3,196.52,4551628,2048,54,11,4549567,Trial: 54
alcohol_04,11.9,183.11,FALSE,65,2228,4,297.55,4551747,2164,54,11,4549567,Trial: 54
alcohol_04,6.87,167.59,FALSE,41,2503,5,302.01,4552046,2463,54,11,4549567,Trial: 54
alcohol_04,3.01,9.9,TRUE,304,3215,6,1314.81,4552516,2912,54,11,4549567,Trial: 54
alcohol_04,5.79,120.54,FALSE,48,3627,7,312.04,4553161,3580,54,11,4549567,Trial: 54
alcohol_04,2.37,65.73,FALSE,36,3963,8,232.73,4553508,3928,54,11,4549567,Trial: 54
alcohol_04,7.39,157.26,FALSE,47,4636,9,305.39,4554172,4590,54,11,4549567,Trial: 54
alcohol_04,5.03,16.7,TRUE,301,5309,10,1163.56,4554814,5009,54,11,4549567,Trial: 54
alcohol_04,2.15,7.68,TRUE,280,6050,11,555.58,4555575,5771,54,11,4549567,Trial: 54
alcohol_04,5.5,148.65,FALSE,37,65,1,292.86,4556619,29,55,8,4556577,Trial: 55
alcohol_04,1.09,57.33,FALSE,19,331,2,67.17,4556897,313,55,8,4556577,Trial: 55
alcohol_04,9.56,199.13,FALSE,48,1336,3,330.01,4557883,1289,55,8,4556577,Trial: 55
alcohol_04,2.82,12.42,TRUE,227,2429,4,1002.12,4558956,2203,55,8,4556577,Trial: 55
alcohol_04,3.08,83.13,FALSE,37,3417,5,204.51,4559971,3381,55,8,4556577,Trial: 55
alcohol_04,4.67,17.88,TRUE,261,4087,6,1185.04,4560434,3827,55,8,4556577,Trial: 55
alcohol_04,4.05,139.49,FALSE,29,4236,7,257.51,4560799,4208,55,8,4556577,Trial: 55
alcohol_04,9.26,210.55,FALSE,44,4503,8,423.23,4561054,4460,55,8,4556577,Trial: 55
alcohol_04,1.56,51.88,FALSE,30,220,1,146.66,4561767,191,56,13,4561565,Trial: 56
alcohol_04,7.4,157.39,FALSE,47,529,2,269.52,4562062,483,56,13,4561565,Trial: 56
alcohol_04,4.52,150.63,FALSE,30,1397,3,257.32,4562949,1368,56,13,4561565,Trial: 56
alcohol_04,5.14,151.06,FALSE,34,1911,4,275.11,4563458,1878,56,13,4561565,Trial: 56
alcohol_04,1.22,58.26,FALSE,21,2143,5,65.42,4563695,2123,56,13,4561565,Trial: 56
alcohol_04,1.25,65.77,FALSE,19,2595,6,90.92,4564150,2577,56,13,4561565,Trial: 56
alcohol_04,0.96,53.33,FALSE,18,2818,7,65.13,4564373,2801,56,13,4561565,Trial: 56
alcohol_04,0.76,62.95,FALSE,12,3002,8,59.99,4564562,2991,56,13,4561565,Trial: 56
alcohol_04,1.17,65.09,FALSE,18,3229,9,87.33,4564786,3212,56,13,4561565,Trial: 56
alcohol_04,0.77,47.99,FALSE,16,3591,10,56.66,4565148,3576,56,13,4561565,Trial: 56
alcohol_04,1.27,55.2,FALSE,23,3771,11,109.42,4565324,3749,56,13,4561565,Trial: 56
alcohol_04,5.08,16.76,TRUE,303,4228,12,773.26,4565736,3926,56,13,4561565,Trial: 56
alcohol_04,4.18,110.01,FALSE,38,4452,13,285.7,4565994,4415,56,13,4561565,Trial: 56
alcohol_04,0.69,40.74,FALSE,17,363,1,53.16,4566692,347,57,9,4566333,Trial: 57
alcohol_04,5.73,146.86,FALSE,39,1938,2,247.55,4568248,1900,57,9,4566333,Trial: 57
alcohol_04,4.62,14.96,TRUE,309,2311,3,794.14,4568374,2003,57,9,4566333,Trial: 57
alcohol_04,2.93,117.22,FALSE,25,3193,4,196.7,4569515,3169,57,9,4566333,Trial: 57
alcohol_04,11.16,180.01,FALSE,62,3510,5,372.59,4569798,3449,57,9,4566333,Trial: 57
alcohol_04,6.16,186.76,FALSE,33,3931,6,358.34,4570248,3899,57,9,4566333,Trial: 57
alcohol_04,7.07,23.64,TRUE,299,4477,7,559.55,4570537,4179,57,9,4566333,Trial: 57
alcohol_04,10.59,199.86,FALSE,53,5084,8,410.33,4571382,5032,57,9,4566333,Trial: 57
alcohol_04,0.83,30.61,FALSE,27,5379,9,99.69,4571695,5353,57,9,4566333,Trial: 57
alcohol_04,0.39,32.73,FALSE,12,303,1,33.24,4572037,292,58,8,4571741,Trial: 58
alcohol_04,3.62,124.79,FALSE,29,628,2,248.82,4572354,600,58,8,4571741,Trial: 58
alcohol_04,6.27,136.32,FALSE,46,2562,3,257.59,4574272,2517,58,8,4571741,Trial: 58
alcohol_04,5.46,133.25,FALSE,41,2914,4,277.87,4574630,2874,58,8,4571741,Trial: 58
alcohol_04,7.22,25.44,TRUE,284,3461,5,1564.36,4575155,3178,58,8,4571741,Trial: 58
alcohol_04,1.58,75.1,FALSE,21,3736,6,100.85,4575466,3716,58,8,4571741,Trial: 58
alcohol_04,8.91,30.41,TRUE,293,4359,7,1080.59,4576063,4067,58,8,4571741,Trial: 58
alcohol_04,8.73,181.87,FALSE,48,4549,8,423.7,4576259,4502,58,8,4571741,Trial: 58
alcohol_04,4.65,122.33,FALSE,38,374,1,238.98,4576670,337,59,10,4576321,Trial: 59
alcohol_04,4.89,104.02,FALSE,47,686,2,231.3,4576976,640,59,10,4576321,Trial: 59
alcohol_04,9.02,191.89,FALSE,47,1456,3,372.08,4577747,1410,59,10,4576321,Trial: 59
alcohol_04,2.47,102.75,FALSE,24,2020,4,182.08,4578329,1997,59,10,4576321,Trial: 59
alcohol_04,0.67,35.37,FALSE,19,2721,5,51.26,4579029,2703,59,10,4576321,Trial: 59
alcohol_04,1.77,80.3,FALSE,22,3062,6,112.93,4579373,3041,59,10,4576321,Trial: 59
alcohol_04,0.55,32.43,FALSE,17,3795,7,45.01,4580105,3779,59,10,4576321,Trial: 59
alcohol_04,8.57,25.75,TRUE,333,4304,8,931.09,4580346,3972,59,10,4576321,Trial: 59
alcohol_04,5.58,118.82,FALSE,47,4777,9,280.94,4581067,4731,59,10,4576321,Trial: 59
alcohol_04,2.16,65.46,FALSE,33,5250,10,174.62,4581551,5218,59,10,4576321,Trial: 59
alcohol_04,2.9,115.94,FALSE,25,375,1,186.81,4582031,351,60,5,4581667,Trial: 60
alcohol_04,2.75,11.97,TRUE,230,650,2,1470.52,4582273,421,60,5,4581667,Trial: 60
alcohol_04,4.91,15.29,TRUE,321,2239,3,1039.21,4583861,1919,60,5,4581667,Trial: 60
alcohol_04,0.7,46.72,FALSE,15,3083,4,51.51,4584743,3069,60,5,4581667,Trial: 60
alcohol_04,3.56,127.18,FALSE,28,3693,5,219.62,4585347,3666,60,5,4581667,Trial: 60
alcohol_04,0.99,62.01,FALSE,16,365,1,75.18,4586438,350,61,9,4586081,Trial: 61
alcohol_04,1.64,78.19,FALSE,21,1874,2,116.06,4587945,1854,61,9,4586081,Trial: 61
alcohol_04,2.08,99.14,FALSE,21,2067,3,148.51,4588139,2047,61,9,4586081,Trial: 61
alcohol_04,5.21,19.67,TRUE,265,2450,4,1535.11,4588496,2186,61,9,4586081,Trial: 61
alcohol_04,2.29,79.08,FALSE,29,2850,5,143.15,4588914,2822,61,9,4586081,Trial: 61
alcohol_04,0.86,57.27,FALSE,15,3309,6,61.08,4589383,3295,61,9,4586081,Trial: 61
alcohol_04,1.51,72.08,FALSE,21,3538,7,108.04,4589609,3518,61,9,4586081,Trial: 61
alcohol_04,2.46,102.37,FALSE,24,3738,8,180.35,4589808,3715,61,9,4586081,Trial: 61
alcohol_04,6.48,23.72,TRUE,273,4288,9,1403.21,4590125,4016,61,9,4586081,Trial: 61
alcohol_04,1.02,56.48,FALSE,18,341,1,75.88,4591725,324,62,10,4591393,Trial: 62
