condition,id,trial,peak_time,peak_point,freqency,trial_start,amplitude,avg_velocity,duration,sac_end_time,sac_index,peak_velocity,sac_peak_velocity_time,sac_start_time,trial_saccade_total,trial_start_time
alcohol,1,50,7.142857142857143,0.48285215202508436,8.0,225055.0,0.8085714285714286,0.8085714285714286,15.142857142857142,1837.7142857142858,4.0,64.50285714285715,347003.71428571426,1823.5714285714287,8.0,345174.0
alcohol,1,51,9.0,0.49666116308934144,6.0,229668.0,0.7,0.7,26.8,1920.0,3.0,103.56800000000001,351689.2,1894.2,6.0,349787.0
alcohol,1,52,8.2,0.4773737373737374,6.0,234221.0,0.9780000000000001,0.9780000000000001,17.4,1602.2,3.4,77.854,355933.0,1585.8,6.0,354340.0
alcohol,1,53,7.8,0.4757142857142857,6.0,238658.0,0.892,0.892,16.6,2077.0,3.6,68.706,360845.2,2061.4,6.0,358777.0
alcohol,1,54,6.333333333333333,0.42260061919504643,5.0,242848.0,0.7466666666666667,0.7466666666666667,15.333333333333334,2333.0,2.6666666666666665,60.72666666666667,365291.0,2318.6666666666665,5.0,362967.0
alcohol,1,55,8.75,0.4348484848484848,5.0,247505.0,0.995,0.995,20.25,2573.25,3.0,83.49749999999999,370185.75,2554.0,5.0,367624.0
alcohol,1,56,7.8,0.41812200956937795,6.0,252289.0,0.906,0.906,18.8,2640.6,4.0,73.102,375037.6,2622.8,6.0,372408.0
alcohol,1,57,7.6,0.4368033273915627,6.0,256564.0,0.906,0.906,17.8,2416.4,3.6,73.278,379089.2,2399.6,6.0,376683.0
alcohol,1,58,6.8,0.5514285714285714,6.0,261215.0,0.4720000000000001,0.4720000000000001,13.4,1806.8,3.4,48.512,383134.2,1794.4,6.0,381334.0
alcohol,1,59,7.5,0.43450046685340804,6.0,265457.0,0.9033333333333332,0.9033333333333332,17.333333333333332,1983.8333333333333,3.5,71.28666666666668,387550.0,1967.5,6.0,385576.0
alcohol,1,60,12.5,0.3900831076232145,4.0,270256.0,1.295,1.295,46.0,2193.0,2.5,339.15000000000003,392534.5,2148.0,4.0,390375.0
alcohol,1,61,14.0,0.6351851851851852,3.0,274383.0,0.9,0.9,21.0,2816.0,2.0,69.07666666666667,397311.0,2796.0,3.0,394502.0
alcohol,1,62,8.333333333333334,0.4656603282338576,7.0,278753.0,0.7433333333333333,0.7433333333333333,18.666666666666668,2287.1666666666665,3.5,67.72000000000001,401148.8333333333,2269.5,7.0,398872.0
alcohol,1,63,8.0,0.4545454545454546,7.0,283184.0,0.9233333333333332,0.9233333333333332,18.166666666666668,2352.1666666666665,3.5,75.78166666666667,405645.0,2335.0,7.0,403303.0
alcohol,1,64,9.666666666666666,0.40086479128998304,6.0,287570.0,0.7733333333333334,0.7733333333333334,31.833333333333332,2643.8333333333335,3.5,128.035,410310.6666666667,2613.0,6.0,407689.0
alcohol,1,65,8.0,0.3988801435025692,6.0,291952.0,0.9,0.9,19.8,3150.4,4.0,79.918,415209.6,3131.6,6.0,412071.0
alcohol,1,66,7.6,0.36914377036080886,6.0,296545.0,0.754,0.754,20.8,1927.6,3.0,72.57000000000001,418578.4,1907.8,6.0,416664.0
alcohol,1,67,10.0,0.6617647058823529,2.0,300830.0,0.495,0.495,14.5,2346.0,1.5,43.235,423290.5,2332.5,2.0,420949.0
alcohol,1,68,11.833333333333334,0.4217152287628534,6.0,304975.0,0.7200000000000001,0.7200000000000001,30.666666666666668,2121.1666666666665,3.5,108.63833333333332,427196.3333333333,2091.5,6.0,425094.0
alcohol,1,69,7.0,0.41823185414516684,4.0,309201.0,0.7133333333333334,0.7133333333333334,17.0,1979.3333333333333,2.0,59.96,431289.3333333333,1963.3333333333333,4.0,429320.0
alcohol,1,70,8.5,0.44164332399626516,6.0,313550.0,0.9816666666666666,0.9816666666666666,19.5,3176.5,3.5,83.30666666666667,436834.5,3158.0,6.0,433669.0
alcohol,1,71,6.333333333333333,0.36492374727668847,4.0,318257.0,0.6166666666666666,0.6166666666666666,17.333333333333332,2026.0,3.0,55.53666666666667,440391.0,2009.6666666666667,4.0,438376.0
alcohol,1,72,5.666666666666667,0.4826555023923445,4.0,322432.0,0.5233333333333333,0.5233333333333333,12.666666666666666,2318.3333333333335,2.3333333333333335,47.89666666666667,444862.3333333333,2306.6666666666665,4.0,442551.0
alcohol,1,73,9.0,0.4083333333333333,3.0,326980.0,0.9600000000000001,0.9600000000000001,22.0,591.0,1.5,82.38499999999999,447677.0,570.0,3.0,447099.0
alcohol,1,74,8.6,0.4551970121381886,6.0,331264.0,1.0059999999999998,1.0059999999999998,19.0,2528.8,3.0,78.682,453901.4,2510.8,6.0,451383.0
alcohol,1,75,6.5,0.48291316526610634,6.0,335297.0,0.7200000000000001,0.7200000000000001,14.166666666666666,2827.5,3.5,60.87833333333333,458235.8333333333,2814.3333333333335,6.0,455416.0
alcohol,1,76,11.5,0.6125,2.0,339840.0,10.365,10.365,19.0,3842.0,1.5,521.905,463793.5,3824.0,2.0,459959.0
