task2.thisRepN,task2.thisTrialN,task2.thisN,task2.thisIndex,downbox,targettest,corrAns,upbox,rightbox,leftbox,start.keys,start.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,return,0.286184072495,2015_Dec_21_1153,59.9980831759,task,001,,
