task2.thisRepN,task2.thisTrialN,task2.thisN,task2.thisIndex,downbox,targettest,corrAns,upbox,rightbox,leftbox,start.keys,start.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,return,0.796857833862,2015_Dec_21_1156,59.9534872419,task,001,,
