task1.thisRepN,task1.thisTrialN,task1.thisN,task1.thisIndex,downbox,targettest,corrAns,upbox,rightbox,leftbox,start.keys,start.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,return,0.554908037186,2015_Dec_21_1153,59.9068183701,task,001,,
